file,dataset,dataset_label,n,m,regime,group,pvc_size,pvc_proportion,winner,epsilon
00068-00000803.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),3,0.2,4,0.0
00068-00000806.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),5,0.8333333333333334,4,0.0
00068-00000807.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),3,0.3,2,0.0
00068-00000809.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,7,0.19047619047619047
00068-00000810.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,4,0.0
00068-00000811.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),5,0.3125,8,0.0
00068-00000815.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,7,0.32380952380952377
00068-00000821.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),3,0.375,2,0.0
00068-00000823.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),5,0.5555555555555556,3,0.0
00068-00000826.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,7,0.0
00068-00000827.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,5,0.0
00068-00000828.soi,polish,Polish,21,18,n ≈ m,Polish (n ≈ m),4,0.2222222222222222,7,0.0
00068-00000830.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,2,0.0
00068-00000831.soi,polish,Polish,23,10,n ≫ m,Polish (n ≫ m),3,0.3,7,0.0
00068-00000832.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),4,0.3076923076923077,5,0.0
00068-00000833.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),5,0.38461538461538464,5,0.0
00068-00000837.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,3,0.0
00068-00000839.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),1,0.07692307692307693,2,0.0
00068-00000840.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,1,0.0
00068-00000842.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,1,0.0
00068-00000843.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,5,0.0
00068-00000844.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,4,0.0
00068-00000845.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,6,0.12380952380952381
00068-00000847.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,5,0.0
00068-00000848.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,4,0.0
00068-00000849.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),6,0.6666666666666666,3,0.0
00068-00000850.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,4,0.0
00068-00000853.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,1,0.0
00068-00000854.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,1,0.0
00068-00000855.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),4,0.2857142857142857,14,0.0
00068-00000856.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,4,0.0
00068-00000857.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),1,0.25,2,0.0
00068-00000859.soi,polish,Polish,23,11,n ≫ m,Polish (n ≫ m),3,0.2727272727272727,4,0.0
00068-00000862.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,1,0.0
00068-00000863.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,1,0.0
00068-00000864.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,4,0.0
00068-00000865.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,6,0.03333333333333344
00068-00000866.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),2,0.25,1,0.0
00068-00000867.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),2,0.14285714285714285,9,0.0
00068-00000869.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,3,0.0
00068-00000871.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,2,0.0
00068-00000872.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,1,0.0
00068-00000874.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),1,0.2,5,0.0
00068-00000875.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,3,0.0
00068-00000880.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,2,0.0
00068-00000881.soi,polish,Polish,21,5,n ≫ m,Polish (n ≫ m),3,0.6,3,0.0
00068-00000883.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,7,0.0
00068-00000884.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,5,0.0
00068-00000885.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),1,0.25,4,0.0
00068-00000886.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,4,0.0
00068-00000887.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,5,0.0
00068-00000888.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,1,0.0
00068-00000892.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,3,0.0
00068-00000893.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,7,0.05714285714285716
00068-00000894.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,4,0.0
00068-00000899.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),4,0.4444444444444444,7,0.031746031746031855
00068-00000902.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,1,0.0
00068-00000903.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),2,0.2222222222222222,1,0.0
00068-00000906.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),4,0.4444444444444444,5,0.0
00068-00000911.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),1,0.2,2,0.0
00068-00000913.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),5,0.7142857142857143,4,0.0
00068-00000914.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,2,0.0
00068-00000918.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,2,0.0
00068-00000919.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,7,0.1428571428571428
00068-00000923.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),5,0.38461538461538464,5,0.0
00068-00000927.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,1,0.0
00068-00000928.soi,polish,Polish,21,5,n ≫ m,Polish (n ≫ m),1,0.2,2,0.0
00068-00000929.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,3,0.0
00068-00000930.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),2,0.15384615384615385,12,0.04615384615384621
00068-00000933.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,5,0.0
00068-00000934.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),3,0.375,6,0.06547619047619047
00068-00000935.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,3,0.0
00068-00000936.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),3,0.3,7,0.0
00068-00000937.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,3,0.0
00068-00000939.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,2,0.0
00068-00000940.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),4,0.26666666666666666,4,0.0
00068-00000942.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),5,0.35714285714285715,13,0.0
00068-00000943.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,2,0.0
00068-00000944.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),3,0.21428571428571427,1,0.0
00068-00000946.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),2,0.14285714285714285,14,0.0
00068-00000952.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),2,0.25,6,0.0
00068-00000953.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,6,0.19047619047619047
00068-00000956.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),3,0.375,7,0.11309523809523814
00068-00000958.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,1,0.0
00068-00000959.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,5,0.0
00068-00000962.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),2,0.25,7,0.0
00068-00000963.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,7,0.05714285714285716
00068-00000964.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),2,0.2222222222222222,4,0.0
00068-00000968.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,3,0.0
00068-00000971.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,4,0.0
00068-00000972.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),3,0.5,6,0.0
00068-00000973.soi,polish,Polish,23,11,n ≫ m,Polish (n ≫ m),3,0.2727272727272727,1,0.0
00068-00000980.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),3,0.375,2,0.0
00068-00000981.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,4,0.0
00068-00000982.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,7,0.0
00068-00000985.soi,polish,Polish,21,20,n ≈ m,Polish (n ≈ m),4,0.2,4,0.0
00068-00000987.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,7,0.0
00068-00000991.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,4,0.0
00068-00000994.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,6,0.0
00068-00000995.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,2,0.0
00068-00000996.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,4,0.0
00068-00000997.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),4,0.6666666666666666,4,0.0
00068-00001000.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,6,0.10000000000000009
00068-00001001.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,1,0.0
00068-00001002.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,1,0.0
00068-00001003.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),2,0.5,2,0.0
00068-00001004.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,2,0.0
00068-00001006.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),4,0.5,4,0.0
00068-00001010.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,1,0.0
00068-00001014.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),3,0.375,8,0.0
00068-00001015.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),3,0.3,3,0.0
00068-00001016.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,1,0.0
00068-00001017.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,6,0.0
00068-00001018.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,3,0.0
00068-00001019.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,2,0.0
00068-00001020.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,1,0.0
00068-00001021.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),3,0.23076923076923078,11,0.11282051282051286
00068-00001023.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),3,0.5,4,0.0
00068-00001024.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,2,0.0
00068-00001027.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),1,0.1111111111111111,5,0.0
00068-00001029.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,4,0.0
00068-00001030.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,5,0.0
00068-00001032.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,3,0.0
00068-00001035.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,3,0.0
00068-00001038.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),2,0.2,7,0.04285714285714293
00068-00001039.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,2,0.0
00068-00001040.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,1,0.0
00068-00001042.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,3,0.0
00068-00001043.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),6,0.4,11,0.0
00068-00001044.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),4,0.2857142857142857,10,0.18571428571428572
00068-00001045.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,4,0.0
00068-00001046.soi,polish,Polish,21,19,n ≈ m,Polish (n ≈ m),6,0.3157894736842105,17,0.03759398496240607
00068-00001047.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,2,0.0
00068-00001048.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,3,0.0
00068-00001049.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,5,0.0
00068-00001051.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,5,0.0
00068-00001055.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,5,0.0
00068-00001056.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,1,0.0
00068-00001057.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,6,0.0
00068-00001060.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,3,0.0
00068-00001061.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,3,0.0
00068-00001062.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),4,0.4,6,0.0
00068-00001063.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),5,0.5,1,0.0
00068-00001065.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,4,0.0
00068-00001066.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,3,0.0
00068-00001068.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,6,0.0
00068-00001069.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),7,0.4666666666666667,9,0.0
00068-00001070.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,5,0.0
00068-00001075.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,1,0.0
00068-00001076.soi,polish,Polish,23,11,n ≫ m,Polish (n ≫ m),5,0.45454545454545453,4,0.0
00068-00001077.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,2,0.0
00068-00001079.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,5,0.0
00068-00001080.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,5,0.0
00068-00001081.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),3,0.75,4,0.0
00068-00001082.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,1,0.0
00068-00001083.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,4,0.0
00068-00001085.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,1,0.0
00068-00001086.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,4,0.0
00068-00001087.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),2,0.15384615384615385,8,0.0
00068-00001089.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),4,0.8,4,0.0
00068-00001091.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,4,0.0
00068-00001092.soi,polish,Polish,15,14,n ≈ m,Polish (n ≈ m),4,0.2857142857142857,10,0.0
00068-00001093.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),5,0.7142857142857143,3,0.0
00068-00001095.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,5,0.0
00068-00001096.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,2,0.0
00068-00001097.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),2,0.5,1,0.0
00068-00001099.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,6,0.0
00068-00001100.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),4,0.5,1,0.0
00068-00001101.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,2,0.0
00068-00001102.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,1,0.0
00068-00001104.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,1,0.0
00068-00001105.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,3,0.0
00068-00001108.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,3,0.0
00068-00001110.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,1,0.0
00068-00001112.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,4,0.0
00068-00001113.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,3,0.0
00068-00001114.soi,polish,Polish,23,8,n ≫ m,Polish (n ≫ m),4,0.5,6,0.0
00068-00001116.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,2,0.0
00068-00001117.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,3,0.0
00068-00001121.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,2,0.0
00068-00001122.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,4,0.0
00068-00001124.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,4,0.0
00068-00001125.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),2,0.5,1,0.0
00068-00001126.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),3,0.5,1,0.0
00068-00001127.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,7,0.0
00068-00001130.soi,polish,Polish,21,6,n ≫ m,Polish (n ≫ m),4,0.6666666666666666,4,0.16666666666666674
00068-00001131.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),5,0.7142857142857143,6,0.0
00068-00001132.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,4,0.0
00068-00001133.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,5,0.1333333333333333
00068-00001134.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),1,0.2,2,0.0
00068-00001136.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),4,0.8,2,0.0
00068-00001139.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,1,0.0
00068-00001140.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,1,0.0
00068-00001141.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),3,0.75,4,0.0
00068-00001142.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,6,0.0
00068-00001143.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,7,0.32380952380952377
00068-00001144.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,4,0.0
00068-00001145.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,3,0.0
00068-00001148.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,3,0.0
00068-00001149.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,6,0.0
00068-00001151.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,2,0.0
00068-00001152.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),3,0.1875,14,0.0
00068-00001153.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),3,0.23076923076923078,8,0.0
