file,dataset,dataset_label,n,m,regime,group,pvc_size,pvc_proportion,winner,epsilon
00068-00001154.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,3,0.0
00068-00001155.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,2,0.0
00068-00001156.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,4,0.0
00068-00001157.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),1,0.25,4,0.0
00068-00001162.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,4,0.0
00068-00001163.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,6,0.0
00068-00001166.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,3,0.0
00068-00001169.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),1,0.2,4,0.0
00068-00001170.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,6,0.0
00068-00001171.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,1,0.0
00068-00001173.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,2,0.0
00068-00001175.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),4,0.4,2,0.0
00068-00001176.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,4,0.0
00068-00001178.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,1,0.0
00068-00001179.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,4,0.0
00068-00001181.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,5,0.0
00068-00001182.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,1,0.0
00068-00001183.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,5,0.0
00068-00001184.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,3,0.0
00068-00001185.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,3,0.0
00068-00001187.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,7,0.0
00068-00001188.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,2,0.0
00068-00001189.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,5,0.0
00068-00001190.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),4,0.8,4,0.0
00068-00001191.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),3,0.23076923076923078,11,0.0
00068-00001194.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,7,0.0
00068-00001197.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,4,0.0
00068-00001198.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,6,0.0
00068-00001199.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),3,0.75,1,0.0
00068-00001201.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,1,0.0
00068-00001202.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,3,0.0
00068-00001204.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),1,0.25,4,0.0
00068-00001205.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,1,0.0
00068-00001207.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,4,0.0
00068-00001208.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,6,0.0
00068-00001212.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,5,0.19999999999999996
00068-00001214.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,5,0.0
00068-00001219.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,5,0.0
00068-00001220.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),3,0.3333333333333333,3,0.0
00068-00001222.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),3,0.3,8,0.0
00068-00001223.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,4,0.0
00068-00001225.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,7,0.0
00068-00001226.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,5,0.0
00068-00001228.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,7,0.0
00068-00001229.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,7,0.0
00068-00001232.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,6,0.0
00068-00001233.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),5,0.7142857142857143,6,0.0
00068-00001234.soi,polish,Polish,15,16,n ≈ m,Polish (n ≈ m),3,0.1875,13,0.0
00068-00001235.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,1,0.0
00068-00001236.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),1,0.2,2,0.0
00068-00001237.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,6,0.0
00068-00001238.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),1,0.2,1,0.0
00068-00001241.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,6,0.0
00068-00001242.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,7,0.0
00068-00001243.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,6,0.0
00068-00001244.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,4,0.0
00068-00001245.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,4,0.0
00068-00001247.soi,polish,Polish,21,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,5,0.0
00068-00001249.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,1,0.0
00068-00001250.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),4,0.3076923076923077,12,0.0
00068-00001252.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,6,0.0
00068-00001255.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,3,0.0
00068-00001257.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),2,0.5,3,0.10000000000000009
00068-00001258.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,1,0.0
00068-00001263.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,6,0.0
00068-00001264.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,7,0.05714285714285716
00068-00001265.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,5,0.0
00068-00001266.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,6,0.0
00068-00001267.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,6,0.0
00068-00001268.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,3,0.0
00068-00001269.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,3,0.0
00068-00001273.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,6,0.0
00068-00001278.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,2,0.0
00068-00001279.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,6,0.0
00068-00001280.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,1,0.0
00068-00001281.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,3,0.0
00068-00001282.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),3,0.5,1,0.0
00068-00001283.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),1,0.14285714285714285,3,0.0
00068-00001284.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,6,0.0
00068-00001285.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),4,0.4444444444444444,7,0.0
00068-00001286.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,2,0.0
00068-00001287.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),1,0.1111111111111111,2,0.0
00068-00001288.soi,polish,Polish,15,15,n ≈ m,Polish (n ≈ m),3,0.2,15,0.19999999999999996
00068-00001289.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,3,0.0
00068-00001290.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,6,0.0
00068-00001291.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),3,0.6,2,0.1333333333333333
00068-00001292.soi,polish,Polish,15,13,n ≈ m,Polish (n ≈ m),3,0.23076923076923078,10,0.0
00068-00001294.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),1,0.16666666666666666,1,0.0
00068-00001295.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,5,0.0
00068-00001297.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,4,0.0
00068-00001299.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),2,0.2,10,0.0
00068-00001303.soi,polish,Polish,15,5,n ≫ m,Polish (n ≫ m),2,0.4,4,0.0
00068-00001304.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,4,0.0
00068-00001305.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),4,0.5714285714285714,7,0.0
00068-00001307.soi,polish,Polish,15,4,n ≫ m,Polish (n ≫ m),2,0.5,1,0.0
00068-00001308.soi,polish,Polish,21,9,n ≫ m,Polish (n ≫ m),5,0.5555555555555556,4,0.0
00068-00001309.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),2,0.2857142857142857,3,0.0
00068-00001310.soi,polish,Polish,21,10,n ≫ m,Polish (n ≫ m),5,0.5,6,0.0
00068-00001311.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),3,0.42857142857142855,6,0.0
00068-00001312.soi,polish,Polish,15,7,n ≫ m,Polish (n ≫ m),5,0.7142857142857143,3,0.0
00068-00001314.soi,polish,Polish,15,6,n ≫ m,Polish (n ≫ m),2,0.3333333333333333,3,0.0
00068-00001315.soi,polish,Polish,21,8,n ≫ m,Polish (n ≫ m),4,0.5,7,0.0
00064-00000001.soi,eurovision,Eurovision,19,19,n ≈ m,Eurovision (n ≈ m),9,0.47368421052631576,4,0.0
00064-00000002.soi,eurovision,Eurovision,18,18,n ≈ m,Eurovision (n ≈ m),11,0.6111111111111112,16,0.0
00064-00000003.soi,eurovision,Eurovision,18,18,n ≈ m,Eurovision (n ≈ m),10,0.5555555555555556,16,0.05555555555555558
00064-00000004.soi,eurovision,Eurovision,20,19,n ≈ m,Eurovision (n ≈ m),9,0.47368421052631576,1,0.0
00064-00000005.soi,eurovision,Eurovision,19,19,n ≈ m,Eurovision (n ≈ m),8,0.42105263157894735,1,0.0
00064-00000006.soi,eurovision,Eurovision,19,19,n ≈ m,Eurovision (n ≈ m),10,0.5263157894736842,18,0.05263157894736836
00064-00000007.soi,eurovision,Eurovision,20,19,n ≈ m,Eurovision (n ≈ m),9,0.47368421052631576,12,0.0
00064-00000008.soi,eurovision,Eurovision,18,17,n ≈ m,Eurovision (n ≈ m),9,0.5294117647058824,7,0.0
00064-00000009.soi,eurovision,Eurovision,20,18,n ≈ m,Eurovision (n ≈ m),10,0.5555555555555556,10,0.0
00064-00000010.soi,eurovision,Eurovision,19,19,n ≈ m,Eurovision (n ≈ m),11,0.5789473684210527,10,0.0
00064-00000011.soi,eurovision,Eurovision,19,19,n ≈ m,Eurovision (n ≈ m),10,0.5263157894736842,15,0.0
00064-00000012.soi,eurovision,Eurovision,20,20,n ≈ m,Eurovision (n ≈ m),13,0.65,13,0.0
00064-00000013.soi,eurovision,Eurovision,22,21,n ≈ m,Eurovision (n ≈ m),7,0.3333333333333333,20,0.04112554112554112
00064-00000014.soi,eurovision,Eurovision,21,20,n ≈ m,Eurovision (n ≈ m),10,0.5,3,0.0
00064-00000015.soi,eurovision,Eurovision,22,21,n ≈ m,Eurovision (n ≈ m),11,0.5238095238095238,8,0.0
00064-00000016.soi,eurovision,Eurovision,22,22,n ≈ m,Eurovision (n ≈ m),12,0.5454545454545454,17,0.0
00064-00000017.soi,eurovision,Eurovision,22,21,n ≈ m,Eurovision (n ≈ m),10,0.47619047619047616,16,0.0
00064-00000018.soi,eurovision,Eurovision,23,23,n ≈ m,Eurovision (n ≈ m),10,0.43478260869565216,10,0.0
00064-00000019.soi,eurovision,Eurovision,25,25,n ≈ m,Eurovision (n ≈ m),13,0.52,22,0.0
00064-00000020.soi,eurovision,Eurovision,25,24,n ≈ m,Eurovision (n ≈ m),8,0.3333333333333333,21,0.0
00064-00000021.soi,eurovision,Eurovision,23,23,n ≈ m,Eurovision (n ≈ m),11,0.4782608695652174,17,0.0
00064-00000022.soi,eurovision,Eurovision,23,23,n ≈ m,Eurovision (n ≈ m),11,0.4782608695652174,20,0.04347826086956519
00064-00000023.soi,eurovision,Eurovision,25,23,n ≈ m,Eurovision (n ≈ m),8,0.34782608695652173,11,0.0
00064-00000024.soi,eurovision,Eurovision,25,24,n ≈ m,Eurovision (n ≈ m),9,0.375,11,0.0
00064-00000025.soi,eurovision,Eurovision,23,23,n ≈ m,Eurovision (n ≈ m),10,0.43478260869565216,16,0.0
00064-00000026.soi,eurovision,Eurovision,24,24,n ≈ m,Eurovision (n ≈ m),12,0.5,5,0.0
00064-00000027.soi,eurovision,Eurovision,23,23,n ≈ m,Eurovision (n ≈ m),11,0.4782608695652174,12,0.0
00064-00000028.soi,eurovision,Eurovision,24,24,n ≈ m,Eurovision (n ≈ m),9,0.375,2,0.0
00064-00000029.soi,eurovision,Eurovision,26,25,n ≈ m,Eurovision (n ≈ m),11,0.44,9,0.0
00064-00000039.soi,eurovision,Eurovision,21,19,n ≈ m,Eurovision (n ≈ m),8,0.42105263157894735,10,0.0
00064-00000040.soi,eurovision,Eurovision,22,19,n ≈ m,Eurovision (n ≈ m),9,0.47368421052631576,18,0.031100478468899517
00064-00000042.soi,eurovision,Eurovision,20,17,n ≈ m,Eurovision (n ≈ m),7,0.4117647058823529,4,0.0
00064-00000043.soi,eurovision,Eurovision,22,19,n ≈ m,Eurovision (n ≈ m),8,0.42105263157894735,13,0.0
00064-00000045.soi,eurovision,Eurovision,20,17,n ≈ m,Eurovision (n ≈ m),10,0.5882352941176471,13,0.0
00064-00000046.soi,eurovision,Eurovision,19,17,n ≈ m,Eurovision (n ≈ m),10,0.5882352941176471,10,0.0
00064-00000048.soi,eurovision,Eurovision,21,19,n ≈ m,Eurovision (n ≈ m),11,0.5789473684210527,17,0.1278195488721805
00064-00000049.soi,eurovision,Eurovision,22,19,n ≈ m,Eurovision (n ≈ m),11,0.5789473684210527,11,0.0
00064-00000051.soi,eurovision,Eurovision,21,18,n ≈ m,Eurovision (n ≈ m),8,0.4444444444444444,7,0.0
00064-00000052.soi,eurovision,Eurovision,21,18,n ≈ m,Eurovision (n ≈ m),11,0.6111111111111112,6,0.0
00064-00000054.soi,eurovision,Eurovision,19,16,n ≈ m,Eurovision (n ≈ m),5,0.3125,11,0.0
00064-00000055.soi,eurovision,Eurovision,20,17,n ≈ m,Eurovision (n ≈ m),8,0.47058823529411764,10,0.0
00064-00000057.soi,eurovision,Eurovision,19,16,n ≈ m,Eurovision (n ≈ m),9,0.5625,13,0.0
00064-00000058.soi,eurovision,Eurovision,18,15,n ≈ m,Eurovision (n ≈ m),6,0.4,8,0.0
00064-00000061.soi,eurovision,Eurovision,21,17,n ≈ m,Eurovision (n ≈ m),5,0.29411764705882354,6,0.0
00064-00000062.soi,eurovision,Eurovision,84,26,n ≫ m,Eurovision (n ≫ m),8,0.3076923076923077,26,0.1996336996336996
00064-00000063.soi,eurovision,Eurovision,42,18,n ≫ m,Eurovision (n ≫ m),13,0.7222222222222222,8,0.0
00064-00000064.soi,eurovision,Eurovision,42,18,n ≫ m,Eurovision (n ≫ m),9,0.5,9,0.0
00064-00000065.soi,eurovision,Eurovision,84,26,n ≫ m,Eurovision (n ≫ m),9,0.34615384615384615,7,0.0
00064-00000066.soi,eurovision,Eurovision,42,18,n ≫ m,Eurovision (n ≫ m),8,0.4444444444444444,2,0.0
00064-00000067.soi,eurovision,Eurovision,42,18,n ≫ m,Eurovision (n ≫ m),9,0.5,3,0.0
00064-00000068.soi,eurovision,Eurovision,86,26,n ≫ m,Eurovision (n ≫ m),12,0.46153846153846156,1,0.0
00064-00000069.soi,eurovision,Eurovision,44,19,n ≫ m,Eurovision (n ≫ m),10,0.5263157894736842,1,0.0
00064-00000070.soi,eurovision,Eurovision,42,18,n ≫ m,Eurovision (n ≫ m),9,0.5,4,0.0
00064-00000071.soi,eurovision,Eurovision,82,26,n ≫ m,Eurovision (n ≫ m),13,0.5,11,0.0
00064-00000072.soi,eurovision,Eurovision,40,17,n ≫ m,Eurovision (n ≫ m),10,0.5882352941176471,13,0.0
00064-00000073.soi,eurovision,Eurovision,42,18,n ≫ m,Eurovision (n ≫ m),11,0.6111111111111112,5,0.0
00007-00000002.soi,ers,ERS,83,19,n ≫ m,ERS (n ≫ m),6,0.3157894736842105,16,0.4159797083069119
00007-00000004.soi,ers,ERS,76,20,n ≫ m,ERS (n ≫ m),4,0.2,18,0.46842105263157885
00007-00000006.soi,ers,ERS,73,17,n ≫ m,ERS (n ≫ m),5,0.29411764705882354,10,0.0
00007-00000007.soi,ers,ERS,77,21,n ≫ m,ERS (n ≫ m),4,0.19047619047619047,18,0.5108225108225108
00007-00000015.soi,ers,ERS,44,11,n ≫ m,ERS (n ≫ m),4,0.36363636363636365,11,0.25
00007-00000016.soi,ers,ERS,91,29,n ≫ m,ERS (n ≫ m),7,0.2413793103448276,7,0.0
00007-00000017.soi,ers,ERS,82,5,n ≫ m,ERS (n ≫ m),1,0.2,1,0.0
00007-00000019.soi,ers,ERS,100,5,n ≫ m,ERS (n ≫ m),2,0.4,2,0.0
00007-00000020.soi,ers,ERS,77,6,n ≫ m,ERS (n ≫ m),3,0.5,3,0.0
00007-00000022.soi,ers,ERS,68,3,n ≫ m,ERS (n ≫ m),2,0.6666666666666666,3,0.0
00007-00000024.soi,ers,ERS,58,3,n ≫ m,ERS (n ≫ m),2,0.6666666666666666,1,0.0
00007-00000025.soi,ers,ERS,32,4,n ≫ m,ERS (n ≫ m),2,0.5,4,0.0625
00007-00000028.soi,ers,ERS,63,14,n ≫ m,ERS (n ≫ m),9,0.6428571428571429,2,0.0
00007-00000030.soi,ers,ERS,43,14,n ≫ m,ERS (n ≫ m),6,0.42857142857142855,9,0.0
00007-00000035.soi,ers,ERS,41,6,n ≫ m,ERS (n ≫ m),4,0.6666666666666666,4,0.0
00007-00000053.soi,ers,ERS,49,4,n ≫ m,ERS (n ≫ m),2,0.5,1,0.0
00007-00000054.soi,ers,ERS,86,9,n ≫ m,ERS (n ≫ m),5,0.5555555555555556,3,0.0
00007-00000055.soi,ers,ERS,79,17,n ≫ m,ERS (n ≫ m),4,0.23529411764705882,9,0.0
00007-00000066.soi,ers,ERS,78,7,n ≫ m,ERS (n ≫ m),4,0.5714285714285714,4,0.0
00006-00000007.soc,skate,Skate,9,23,n ≪ m,Skate (n ≪ m),2,0.08695652173913043,20,0.0
00006-00000008.soc,skate,Skate,9,23,n ≪ m,Skate (n ≪ m),2,0.08695652173913043,21,0.0
00006-00000011.soc,skate,Skate,9,20,n ≪ m,Skate (n ≪ m),4,0.2,12,0.0
00006-00000012.soc,skate,Skate,9,20,n ≪ m,Skate (n ≪ m),3,0.15,20,0.0
00006-00000018.soc,skate,Skate,9,24,n ≪ m,Skate (n ≪ m),1,0.041666666666666664,22,0.0
00006-00000021.soc,skate,Skate,7,18,n ≪ m,Skate (n ≪ m),2,0.1111111111111111,15,0.0
00006-00000022.soc,skate,Skate,7,18,n ≪ m,Skate (n ≪ m),3,0.16666666666666666,3,0.0
00006-00000028.soc,skate,Skate,9,24,n ≪ m,Skate (n ≪ m),2,0.08333333333333333,24,0.0
00006-00000029.soc,skate,Skate,9,19,n ≪ m,Skate (n ≪ m),7,0.3684210526315789,9,0.0
00006-00000032.soc,skate,Skate,9,23,n ≪ m,Skate (n ≪ m),3,0.13043478260869565,12,0.0
00006-00000033.soc,skate,Skate,9,23,n ≪ m,Skate (n ≪ m),3,0.13043478260869565,22,0.0
00006-00000034.soc,skate,Skate,9,23,n ≪ m,Skate (n ≪ m),3,0.13043478260869565,21,0.0
00006-00000035.soc,skate,Skate,9,18,n ≪ m,Skate (n ≪ m),1,0.05555555555555555,17,0.0
00006-00000036.soc,skate,Skate,9,18,n ≪ m,Skate (n ≪ m),2,0.1111111111111111,6,0.0
00006-00000037.soc,skate,Skate,9,19,n ≪ m,Skate (n ≪ m),1,0.05263157894736842,17,0.0
00006-00000044.soc,skate,Skate,9,20,n ≪ m,Skate (n ≪ m),1,0.05,19,0.0
00006-00000046.soc,skate,Skate,7,30,n ≪ m,Skate (n ≪ m),3,0.1,25,0.0
00006-00000048.soc,skate,Skate,9,24,n ≪ m,Skate (n ≪ m),2,0.08333333333333333,20,0.0
